,title,price,rating,reviews,link,req
2493,IP-камера Hiwatch IPC-B040 (2.8MM),4549,4.7,87,https://market.yandex.ru/product--ip-kamera-hiwatch-ipc-b040-2-8mm/45929652?hid=90401&sku=102625701319&show-uid=17472424459780025558506385&from=search&cpa=1&do-waremd5=4vsMNaxCKaH1KsjsWpgqdg&sponsored=1&cpc=GLZbnmvw2wlNbW0YPOGqirwlk3iTV-ED9V_wx5d11dqVhAOR3CKmLLCOxJGOQITs32F-zNY3vshm86DTtkGvFClplMgluCmEaD-_CAffPqyI3n5ZuUUuGMqCLRMHIwbLxB8SWc3S-hWkmy1MvhfdS6duYKsjKsGO8fkUVOr-MhVGpZpwwYVs0s9SUFkJWCrFdD_t8-Saqf2-41mu_MalcXQ8M6L4HuULzmuN_ldJ0L42HDOv4jf2JWJg1HMCzgc5F2JZGRpfm7R8rC0Y58AN_hbVkMWfGD5s7kjc_CrYK6qELmNORIjEuXJPPiL3QDlvX1B9Mt-wJ0XmAFLSVYNnvGQ2fGuriqwPZVjvUe-0ET0RphqtVdgAbVklMsYNq2eLy2uHonDWZI-Bznk7nqg3_UTTaVaWtoujbpynh4sNDTifOlNSW3PA8G3Nf3LiTl0CW8p-NCFaIDZA_MKzAb8YojjmC19YEpd97egIGcTbzoF0n6XsQW9MODbJREsnifyAR3TqCZ7rU0v3EQpl9pqBCLMGIdsfENasm1oDnqlH1Lk%2C&cc=CiAxMmVjN2NmNTIxOWQ4NjMxY2E1Y2EyMDZmYmZlZTlmORDnAYB95u0G&uniqueId=892410,Камера
2494,IP-камера Hiwatch IPC-T040 (2.8MM),4802,4.9,17,https://market.yandex.ru/product--ip-kamera-hiwatch-ipc-t040-2-8mm/44583318?hid=90401&sku=102619065774&show-uid=17472424459780025558506387&from=search&cpa=1&do-waremd5=xhRt6jmsctnea-JhXUHQ7Q&sponsored=1&cpc=GLZbnmvw2wmm-EWkUogLf8AdOLrGAqxn4pfasqv8bI5WAeMmayMkB0M6sGBZ0hkBrmXVtn710FOKwHFKlc4ZL5YT_TWHmVYhpnoHoj4eXtQBH8jdeSQ9TxPXI3JjCeGR0y1pCiquJIKA_UX1Vddhp5hDg8CKvCoLEkC9_V_KMRLtqcMALvH_whP8fwTxUDi2RaEh0e9niXjEkzW5AIkeIqpVlbTBfJjvW6Sz4AbZtOm6exwZmbYwb_eMlLrBj9qkTckMT4SUTDGNpq5pqfnVXzBBnIVq18ANOcUmCCfcMTdm7rdy5hFuDKepUH5fqJ8x0RSy45bRbfYEqdnUTI195IHN5lRFdu2_zYA1q5-dXiXxxLzzLNN3X2SOozthPBvXJhLcbon3J-qBcsDIJu2Pc5cqOh-v0yymZGTb7r4d28TBeDwhC_ffUpUldyRrF_U_NvqPQaBK7FRl0q2pYqE2qtIZKyEZiie9EjPxaON7D92OVEWfo86ZaeuqVpSpd-4H-T_K9tE3tj-JQ1tdjWqHOQO9TBwS5BeMbHli-ekaj0Y%2C&cc=CiAxMmVjN2NmNTIxOWQ4NjMxY2E1Y2EyMDZmYmZlZTlmORDnAYB95u0G&uniqueId=892410,Камера
2495,Уличная камера видеонаблюдения 4 G c 2 объективами,3032,4.3,44,https://market.yandex.ru/product--ulichnaia-kamera-videonabliudeniia-4-g-c-2-obektivami/1036848984?hid=90401&sku=102947858220&show-uid=17472424459780025558506390&from=search&cpa=1&do-waremd5=B_S4HsJ3g0HuIfCTt6KQgQ&sponsored=1&cpc=GLZbnmvw2wlIa3Do_jV7fJqIX7D4F6Bzd596IhYi5bWeCGBVVV2sNbqwYxSCPh8BP7ElNZw2LWIAbfLyELZomZsmmQoWsfwTU8SEIf6eNyIIjIbRFoDd5P1K_kXCtJZU8Z4BdDN6vYK6B7VczHKrTzIWglsUSEno7YWkG-HLyJhV2WD8olykBEAUzjC6noYS7KJYfezzB6GFzeN5AnxCmghHhaj9ufc9PlOLscwrt-MEqL6mVPRh1P4tiVECSjRdLsOmD2QiYSsIZyj9OfLg9OLGu8bJG-lnRy8_IK3k3Lap2AdPAAOenWTNCYGixc7Mu4TRj3LNFp-drnuSaVb2XJZjtcjiXr_yqZQfKUz6RPR0b6amOJPhPJedtgRWDmVOILKa_ELxIi3BLE5i_83FaND9Otg6XEigQM70cA2_S5FL5piT7tTWp1v3w6WkTI9bk7ehJi9curZJnxukWtbOhmUyssCt_pkhG8wKl-U5rmy0nYfxM90wEq5CjUtuUXDKdpUHfmXRQwAk5lZFXm5xbzbrAgziI9t16bKv2b8PYKw%2C&cc=CiAxMmVjN2NmNTIxOWQ4NjMxY2E1Y2EyMDZmYmZlZTlmORDnAYB95u0G&uniqueId=924576,Камера
2496,Уличная беспроводная камера наблюдения WiFi smart camera 2MP - Новинка 2021 г. / Уличная ip-камера видеонаблюдения WiFi (C блоком питания) Smart camera,2832,5.0,6,https://market.yandex.ru/product--ulichnaia-besprovodnaia-kamera-nabliudeniia-wifi-smart-camera-2mp-novinka-2021-g-ulichnaia-ip-kamera-videonabliudeniia-wifi-c-blokom-pitaniia-smart-camera/1912425664?hid=90401&sku=102249273305&show-uid=17472424459780025558506392&from=search&cpa=1&do-waremd5=p7WL-wad2Q_OeUt9SzZfDA&sponsored=1&cpc=GLZbnmvw2wn4_GM-_3NAStRluBxu_mE5ZUpe1W0T-aeRdvhwdynASY44xRHL1kl8j0W1DjyVTrU01pLxUoGsNzIvq1PBYaykDKMoFhkVZwm9fETEYCL3lZG_0aH_7hd3SRFn_-irHaiPhN9uZllRHaQWHfwyk9voAjUAIeZvVEUK0h_8KUtIigjxtNHgXL3vJyThTV6WbXwDGxRJ09VqfcJ0RU6T4uP-k481lIvFM9Vf35LbDNozFX6gewQlqE9qVlZ2PVjnQh08iKYzarzhXpujDT64Wcvh3TtfUOCDCASA0BVPn0vwQaS8Jb20o4y8BOMzTPRIdBpNspVffRokupzYx5evQR7ndQQ8icFdT0m1JrAiGpPdgbEQ_XYewHiNYQAjctA21klVYuN0HU64tlaQJts7ezmw6U00nSiFolzuA3lIBfBC4ia5-VNbt5vBS6Ghbj2kfD3PKYA3DqCQFwIkK0O6RAig8zJN_hSm4qL17Jxp0OG_clrYuqqJUdJikrKS1znGLfnWnly-s4Hsms0gvKWm28qNyzfBgO3B9dE%2C&cc=CiAxMmVjN2NmNTIxOWQ4NjMxY2E1Y2EyMDZmYmZlZTlmORDnAYB95u0G&uniqueId=921974,Камера
2498,Поворотная камера с двухсторонней видеосвязью ImCam Video Calling Smart WiFi Camera C30,3464,3.4,13,https://market.yandex.ru/product--povorotnaia-kamera-s-dvukhstoronnei-videosviaziu-imcam-video-calling-smart-wifi-camera-c30/50020516?hid=90401&sku=102665352733&show-uid=17472424459780025558506399&from=search&cpa=1&do-waremd5=Jx6GtJ8jtEK4IPxWdZeqVg&sponsored=1&cpc=GLZbnmvw2wlo8g1WpGzf1EGFdoXay8RNI9dyeDEMz82JfY1-IemgpGk7WZCHZOGcdiNSelSu3ALNHNag1B5IWAWG23nGD4-AL1YPMysavAiJ1uCxoUq2JIxi9mf32MMzNDUhSArUMaVbnAQO2dPMz5JTa77fS_2gFZzpturLQBvjzYUwym9U_F4gfsLIu9YFS2Hw3egcV0ulH0nFpwTrg3_MYIdw4_RWbYB9SzPJAqJUuAxWlccj1np_Xu9-mBpV_iSVulxPWlKVeM421Qb54vwk1uSlInVZIBo2q_eZtxuu0ug1SopOGa5JBP6VXlyCxdH_Osoynexal1QHZqpOPgkxIRRyqlehIAXyIuSPHgCtpUwPqNHnlI0J9wTRrIPumb-3obSQ6uQ7Az3KznLUolZP94QLezSu_YiLEyFmsLQKUcKShWPaeDt4lHnXMfDyFS6gW3OuVoQ4Po0cAy7NnyKzteKByjEI5EQLKQAJ-sZWKlORAViJaZIQmpaIBqfQdqhl5Qnk3bMiBJRPqlx8hOnNMHMMPycKbUXr_8GeV9w%2C&cc=CiAxMmVjN2NmNTIxOWQ4NjMxY2E1Y2EyMDZmYmZlZTlmORDnAYB95u0G&uniqueId=95378521,Камера
2501,AV-Retail / Уличная поворотная PTZ камера видеонаблюдения 1920х1080 / Беспроводная WiFi камера с датчиком движения / Радионяня / Видеоняня,2146,4.0,6,https://market.yandex.ru/product--av-retail-ulichnaia-povorotnaia-ptz-kamera-videonabliudeniia-1920kh1080-besprovodnaia-wifi-kamera-s-datchikom-dvizheniia-radioniania-videoniania/1768410845?hid=90401&sku=101812081095&show-uid=17472424473653237159306411&from=search&cpa=1&do-waremd5=8gLty22UFP04_oSrVj-8ZA&cpc=MGaaeNj19FspVcgBDQGXekZ_RZlO0gTBmJ5HostFgmNXTgm02tKBNsuFPG9DDvLd0P-2pXQhr5zTYQvLXMNApi7mXe5quP6fcEmgOmn949JTU8IcPJ8SQslkO55n3x7GQFMWwFEppOxAjBW_sisB-o7LS_1jD-ALzwCRr0sD_aSosQZc1eIwiSop09wSsW1iDbBcUxoxgq0jaGN0d4bDKXBfLHUvl1-mJM09up_XBkKioPh0IGTg-BLUxIT06zLY6DX9HmAaQsJac1PbhEvbBz9ln0dVL78yMvU31ny-pU3m2RBshsVZXta_j1-9eAK31LhoabDfAvWzv3bsv491_olWZqoxT0Xc98EcgVysi-9dg0Mx3OUlpEzbuNvxedKAgVEfS-nclRA5ABuy84b07IpFnGRdUSkeUJWx6Nt7ZqBvOE1mzawzGZIldvjp_X8ZD5fQ6zf33m3s2yh4ugcn2RfHaTgAvr7nCDOUsnQJ-oTQJG8SwWwwcp4Ff7W-yj6u&cc=CiAwOGQ3NTMzZTc5NGZkYWVmMDIyZmY2OWYxYzI3YTdkNRAHgH3m7QY%2C&uniqueId=103065473,Камера
2502,Беспроводная поворотная камера видеонаблюдения SMART CAMERA PTZ EDITION с поддержкой Wi-Fi и приложение на русском языке,3185,4.5,133,https://market.yandex.ru/product--besprovodnaia-povorotnaia-kamera-videonabliudeniia-smart-camera-ptz-edition-s-podderzhkoi-wi-fi-i-prilozhenie-na-russkom-iazyke/1923642719?hid=90401&sku=102360263778&show-uid=17472424473653237159306414&from=search&cpa=1&do-waremd5=jv5sIkCM554StOxpASeaoQ&sponsored=1&cpc=MGaaeNj19FvQcrzjRBXtzPKvjF4B9f41TmQvS1LwATO60lFuMFrZ15Tc7vJBpnZwLCrL68soav80ASDHKrYGZAvB5w1MKL-WteLdacBPkW2N1sZeGHo_CqEzQFz5uwOtyqTgtpKfrv7_66kPIfcKrM5oKEtWO9DSSAJvLXFGtW98VWjQyISjsFv9_LpanlseVW2lTBRMz8ydGNEAwps2xvHCgd27uEGKWQWCSnT7v35adtzr7gRauXlIAdfYCP8d0YojQnIWw09u3DPE-2LcrK2Ph3pcgcYchnE-gPopcTObGYiqr4ol4qbbkIdX7G-uMeonrw7fJn7vrtZN7hJL9Kqte7Ur1Nz-TaOHkFMRM3nGwpEE-JTiM0dFXtHj2k4X_R_y1tfcMQ19XMSO9iG9AKWXRMJZUDOPHlXxab_kOXuvs6WABE-TmejLYKgn6TycDayjCjlpKhPpSAiQsYipdm9ig2lKUf-hoptxPXf2Cy8V2XQkjn02493j14hIRcSoIcvb6DQFqvn1lUSGRnzczVMVVW_uPpCKwRFX6nPfX-A%2C&cc=CiAwOGQ3NTMzZTc5NGZkYWVmMDIyZmY2OWYxYzI3YTdkNRDnAYB95u0G&uniqueId=62750572,Камера
2503,IP-Камера Sonoff GK-200MP2-B - Wi-Fi + адаптер,3584,4.5,14,https://market.yandex.ru/product--ip-kamera-sonoff-gk-200mp2-b-wi-fi-adapter/763749444?hid=90401&sku=101112780333&show-uid=17472424473653237159306415&from=search&cpa=1&do-waremd5=DZdhF8yt3evmTHafELkV-Q&cpc=MGaaeNj19FsFf1lr2SmohdY9YovN-wFXYt_0xeqx9-boD-LbGpCQx0_5AjkcIHIIOubvmuZwfIKRfJ0dEQtZ9sk48Lp2YzNAqfSbrOEc1Q5z4Q0rKTa4wLYLVPE_yIR6km8YpjBQPW8L232ITYK4kOCRtz-3m32FeXpcMdrEY4RhSW5CE_iSB5MyRCxkLaTUMtaKyEwVBnr0SevS98bf-_lM-TqJY7VSNyAv7sx5_hFGWNUHNii01MEnNetvPFDcd_qtLGED1eVEcGbMnXWmUq8JSqfmmSkKnf-dRSbqwwgOG5wfC2mNPswpkfXqUdMbIDdNoCVGECLdxUhzqE-L7UV9g9W6sSqaOsSD3SAFyaiBTb5mVFYxWev9gZTjfrgmzyQKEYnHuW4Ru2yWIXH_gWRLkO_MAuE2Te4mb2CW3ecUXCAgOc618UP0jBmV-3kXfrJRW-RU5MZre5Hkt8LAUi56elrxaLSUbR6ipJc069vp9KgUlh3Dwsno6fA5yV6E&cc=CiAwOGQ3NTMzZTc5NGZkYWVmMDIyZmY2OWYxYzI3YTdkNRAHgH3m7QY%2C&uniqueId=911655,Камера
2505,"Веб-камера Logitech VC Brio C1000E Ultra HD Pro 13 МП black, черный",13454,4.7,19,https://market.yandex.ru/product--veb-kamera-logitech-vc-brio-c1000e-ultra-hd-pro-13-mp-black-chernyi/1829151419?hid=90401&sku=101982051990&show-uid=17472424486841919008906418&from=search&cpa=1&do-waremd5=9Ju6oln8mGmEHF8aZsgttQ&sponsored=1&cpc=nrGSGhXkF6IoAlvYh9PMSMZXdau2BEaGWlqRXgkpx4Zaa3LXHX3c3aJoxlDg8HO4Kk4aCSux0aJonU6Ja7G4wAiRSsczVchsMY1jRKihV9JtJA-uAYu625EGSdLGLWH7ZjOopPazqC-iEoqd4LYSiQibnKljS0Wo468VwVWgph6CA-AfqHdKYzAkx9rhKqrg5XsKnUYNK_EyfzUABQ0LWayYVNRmZ7B6NpO8ujg-RrOgu0oib_DB6krINr7kvcG-TjXBEYc7LGmXTjZHmy99jw8n1ioma6UvkRRIz5XTeLalZgdfeI0CpKZUfAew2xL0Jx3e3S3YV3zg8wVwoSIuAE47eVgdxejJQbBCXJ38zs1b_GPcB-lz6uvt2neIgcATaqmDLD7lXDj0_KBbLbl__o_Yi6u-8VGC28qk3aO6fnEKK8emvP4Qzc75dpETKd9Ax10WUlvNV6untl31W1ZE71BbaGkUhPdubJkZOi63pcYYHxBN3Xf4kG7vMwmxurxgcJAvvsG-ZAG2Zje1QhtHR0AEUPRECNuM&cc=CiA4NjYxNDAyNGVjNzk3NjBjNDA0OTIxYTQxYjI4ZTkzOBCIAoB95u0G&uniqueId=164019620&cpm-adv=1,Камера
2507,"Камера видеонаблюдения уличная wifi Full HD (V380 Pro) с ночной съемкой, видео",2048,4.5,16,https://market.yandex.ru/product--kamera-videonabliudeniia-ulichnaia-wifi-full-hd-v380-pro-s-nochnoi-semkoi-video/687759502?hid=90401&sku=103539606140&show-uid=17472424486841919008906421&from=search&cpa=1&do-waremd5=-VsAolG3vPpf90LfvGTspA&cpc=nrGSGhXkF6Iwgp7SXyV56B_286Pzl6cPjm5tIq4aa0yeAywqiHLbyCQ9ex-ZUcs-D9kfKEWJg1oJYyWyBeC9OHLfm4TYo18xzUPBzG2VGfYpIqj2dmbNr9xTkv7NgcNbGs3AG_n50A86bLod-hu9aiglQFs-skI4_X4qq7wWG6OeiKItum8BMD2y5584wLx65RrfCg1nI_3tctYOFGavdQPC6AhlxpdN8cA4FrC89rV3sf_54jyPAQ7wCB93QQfzN_k7L8fbbfn6OGq6wuDnqr3bJhwRIVsbrd6EDSzZRzRVqWbdjZoICxBDXG0PCIaQSfPJ08awN9KJpPJpVuEGGmkSyxJrLOJdaJ0mqREyUu28yLOaRzxB2veLzNd_6TTbpxaFZCTqxDicdfC5CuCwjmhvadimW3fU0-myTfxSVmE9EMBtxVQb49dOf92qsMmp2uscyyXJxHd4opmCg3gQqotH-EV8C0F9vfQHfztzNhaS_k7PfNeBcRWk4V8BkAhB&cc=CiA4NjYxNDAyNGVjNzk3NjBjNDA0OTIxYTQxYjI4ZTkzOBAHgH3m7QY%2C&uniqueId=167467843,Камера
2508,"Экшн-камера GoPro HERO12 Black, 4K, стабилизация 6.0, 1720 мА·ч, Водонепроницаемость 10 метров",26950,5.0,38,https://market.yandex.ru/product--ekshn-kamera-gopro-hero12-black-4k-stabilizatsiia-6-0-1720-ma-ch-vodonepronitsaemost-10-metrov/1427361414?hid=90401&sku=103640730222&show-uid=17472424486841919008906422&from=search&cpa=1&do-waremd5=GGHx4R3MaTP63Xx4mQ3mnA&cpc=nrGSGhXkF6Kg_3ILhkSAmCWJCewjnQkLJaLWeQWUC2NNfFTMi63m-D6sdt_GupiOwO7IMJKc5XtiFXPSZoy1LDdwGIBk7YKpM1OSjyRgOMrSLwdDU_S_mia7LGrkPKzSpwMyTZR7BRXV9-J68PeP9kjiT7jfjywuXJUAxf5SleFVoYe_7Q0WPVtpp-ZPfxMOxx-juwDIkAIbeo0qjMlivEXRBDSQ0TTVYjcizpkiYLdhLq0yExYXfqIXkWpV9_Lz32tspj5pVKl4SQbL7cZIVh6E7qt3kwjbzVdlW3S-X8GPaMqW4cwl25B5NLLrbk0oVvE7QcVpAUAJnI9lCU7DEb5e7TTuFpZIRsFrLpFVt6DPgf6a64mNZ9HLtSFRtLVBGLlbrXaEBWdLE9FhC-wHWhw7Imjd7WPrasQDz6vCIUSMSkfCEozoMdS7fX_Ia56LXbUOLCXdJVg5Sv_4u1NvIhnxKf0H4RDTZwkYNxsCtvanWT91U_EBKeiLv3QODgtk8YCngzEiZCUyKQaxcKqBN-ZDCddmwKDU&cc=CiA4NjYxNDAyNGVjNzk3NjBjNDA0OTIxYTQxYjI4ZTkzOBAHgH3m7QY%2C&uniqueId=148434670,Камера
2510,Уличная поворотная беспроводная ip-камера наблюдения WiFi smart camera 1080P v380 Pro,2699,4.3,14,https://market.yandex.ru/product--ulichnaia-povorotnaia-besprovodnaia-ip-kamera-nabliudeniia-wifi-smart-camera-1080p-v380-pro/946570252?hid=90401&sku=101305080959&show-uid=17472424486841919008906424&from=search&cpa=1&do-waremd5=SFiSW3cTGaFaxsEdNiIvvg&sponsored=1&cpc=nrGSGhXkF6IgkcxbQT3RlQKU-P_0DOZKuXAWv7auq8W-tY6idd4ACR0Eb1q2Ob5cqkcmDJ6VV78gef3ExptgnCz_QisQTDr-fxFThjeu_F14q6p27FqEnR1dRbX5UauFwwsw1jm0F7l65rGxlmeLN625mIeWxwdwVqltovHAILrFjKhWqAwovIRYE9kiQxJRUWqsz36xXIP-bPBajZBCa0geeHJ12kO7S4ZUEvycexnRITWgVchXS54StmcQD8dzy2wc82bG7RxonvWfkQL_7XF8EhEQrNjpXLqSOWh3jamOXDmFc3k5o9G-5D7FNDKWURB9x4QNHxtzSvNibxShpVp6M9erUZcVyu3A4mKLGP2TD0naYK0nrlLXulbqMbkX3gmp-Dm-MB2akCP3NRUBtcTtdDYOq8I-Qvw7bG0My7NxpV7NIDouQRM9ahNuxMthwXOoSwhGtOmyRF5cAUX6LEE6xxfIgnwrvl6nboX3iR7r3TwzLR1GHuH8jUONe3KbaXglkmv5Oo6iMeoWNfGmByDDtcEcNUXhQGhwm6CSPpE%2C&cc=CiA4NjYxNDAyNGVjNzk3NjBjNDA0OTIxYTQxYjI4ZTkzOBDnAYB95u0G&uniqueId=921370,Камера
2515,"Экшн-камера SJCam SJ20 Dual Lens черная с креплением, цифровым стабилизатором, водонепроницаемая 4K Ultra HD",24970,4.8,32,https://market.yandex.ru/product--ekshn-kamera-sjcam-sj20-dual-lens-chernaia-s-krepleniem-tsifrovym-stabilizatorom-vodonepronitsaemaia-4k-ultra-hd/11896374?hid=90401&sku=103676609481&show-uid=17472424504520998666006434&from=search&cpa=1&do-waremd5=t7iBoDuqQMe4oMyzhbWOug&sponsored=1&cpc=9I0n-TYZK46E7A2cbdbZbKActdb4gvB0crsujPNzsgSZhtRBoc2hGFRLikicZF9A8NthS2U92CvGnnfBigoKjNpUPm9rTRAE1LHRStT3E40ZJ2oPaf8D5ffuMCQL4mqCKugzBi9CTGXpc2g5XO4nBXXtmRm4Akh7KFMyVwfYyH4wbMEuyYK9m1TtMJISaQz066sKitd4pttgYbU1kXqWgnSA5WbJPyX0WHi_UTcVS-eWX2k9YHakQkg7_AQHWCvM3R0IOtgtJvIKQErQ2bi7q8uS6nvLoEvsUiUtI7s6q5Khv2ld0bA5AQp16173BLGWxn7f02WLUGOuQseP5yreLAXVROrmR-lTMAeGom_JOxNuPuL19EIieiJeiPpJhoSu3_C32478cHMGtqvjYxqyX9IxaunWJPJTTBcO2fcnywpM8nd_sDHNvsN4hBGiNsbTdIhtuTjvQf_dArS80N8SRkI3qEBM2vOAgoumXDZAJDLnO4ZM7oOyEOyBSrvB8tPjtU8k-3ps6wDjokMjsliJsKd_e27r2rN0gEBelEvjrsU%2C&cc=CiAzMTkyYTExMGY2ZTQxOGQyYTZiZjQ2NDM1N2ZmMDhlMRDnAYB95u0G&uniqueId=972681,Камера
2516,Умная камера Aqara Camera Hub G2H Pro,7691,4.8,36,https://market.yandex.ru/product--umnaia-kamera-aqara-camera-hub-g2h-pro/1768215711?hid=90401&sku=101811019798&show-uid=17472424504520998666006435&from=search&cpa=1&do-waremd5=MVi491q7Q39xslOBlqRPGw&cpc=9I0n-TYZK46nhsloDzvlflUkAtyVzP-s13A05zjy3hD_lpP4QXk3yC_DjBKXhKEQ4L90ODRT7f0bQmihbU8Q6jq9x1sfvDS2CAzKXXtQkmGgjfDfw5kWZx24yvmUl3ZgaBeDNUMKB7pTPwJNkxpT8T7TPiam-l80uC8GrCyRDxyDAl3_kngf5HZGCjqs4mQXBpR2VXPJKYMo0VdmCx_jl0cuCzGGlzF3yOX2dhQ59mQiA-n1zM-j7Y0vSG_LExhNkQOqIVvVWKz2wk8BAriZC2FVyRmVg-5s8upfW068etoRW3Ts15Jv7Msnkd062x_euyx7SZlAiD1Q0G_pYX9iVgv8pucAweLKMR2gCLMUjc2xrJpGEw0hSDkpsdYMJrWN47FXWuwqBuuRx7dKmHxDwqXmaDGTsXrH3c-Ih5zEbRaHVruKA_Q1TmsrtIHgrigSBGNW0eKqnidGKtHVagmai4ya79rzWhWo0pOnBbdYfhbTBylA45U2jZhJT6oTxFpWJHwJUW1CIltBNuMRWUAABVOKGZgQy33I&cc=CiAzMTkyYTExMGY2ZTQxOGQyYTZiZjQ2NDM1N2ZmMDhlMRAHgH3m7QY%2C&uniqueId=750154,Камера
2517,Камера наблюдения Wi-fi / Уличная беспроводная камера видеонаблюдения,1622,2.4,12,https://market.yandex.ru/product--kamera-nabliudeniia-wi-fi-ulichnaia-besprovodnaia-kamera-videonabliudeniia/73258495?hid=90401&sku=102801484485&show-uid=17472424504520998666006440&from=search&cpa=1&do-waremd5=hODDh4FurF-PPx1EjPq28A&sponsored=1&cpc=9I0n-TYZK44UZriLLYrkFmnEAhcNtVW2jQBP3pvdPtOEKJJ5bj0avdyoG_ZIlXFqkZEv63xYBwSm2mEFvyHfTm_Xv0JgT5tgHGej4eKBtg_Xprs7AB2TWh-1MwGZyIK9i2Ao9r6KNiE0IfxAzfHs4D2TMKLDJxuFIHuQLNrBhQDtnOYoeKvVxiGO4oi5GENwZElQYSK8gRwK60M4Psyp0QAGKUY0dKgQ4cu7G6pnpr-xr2igAaXaziF7mImxjE9d5UILRX8p5yvedK24g_LY7IFNrqtwbpKIM4OhD1dqEehoijvjMb-aMz7hysZb0N9JWI7l1Dj53AimkmDG21nG3_38F54ZxKU-I5a9X5nKJ8Koz9b5Icgj6fLFrFhxzg_V_dDg6S3ycKVfnShsABR2FXc4126E19NyTOX12kruHPIC5CiPDzEO04wtakfCsv1mX9nRsP5SvIABKDlb6f5aVnOsGrRMCyTUIl5WZdWd7iv9LJ0kjGbjxiVCpNbE8v3vxU3kyf4kh_BAzdnz9ZqyWzaf950vF2lunzBScjjOVAM%2C&cc=CiAzMTkyYTExMGY2ZTQxOGQyYTZiZjQ2NDM1N2ZmMDhlMRDnAYB95u0G&uniqueId=109816729,Камера
2520,IP-камера поворотная Mijia Smart Camera C400 Белый,5514,4.6,9,https://market.yandex.ru/product--ip-kamera-povorotnaia-mijia-smart-camera-c400-belyi/689369346?hid=90401&sku=103540019729&show-uid=17472424504520998666006446&from=search&cpa=1&do-waremd5=IsldLxRFNCKtITyLw1-Vpg&cpc=9I0n-TYZK465KwRSViSrInikkbNi8yeJ-UwpxBWfH9g8GQaoRuV1AAHMXScAwC_ACfx8pkdvzhypCnQQmB4nJZRPK8xgSUVg7K4h59ACpoxAZNX2-mrwRO6-8qA3Kok4SBw0NgKQaJ8VBXUSGYYr--hMhJNtzDaKur0unrY_sEbKDO5kqgmW767Kd1lBkih_fLmTex27DQBVMHxWT0phZDsPNn0AjGWLBlxGRqM1DEAWp6pRNDRLB7BrKG79277xaRODhKGNKIWf8UMbeUgHbBzVfdkgmgl0e4V6EMS8SCUZfBrIsczH_Hyxojtd-SrrjRsuFMOmYmdLFe7ZlXtV1fc_zD2SVWiDwNmybeXZczdMQKZzRBWqi67sSD8thFtsYGUeKjSeq21BM61h4UEYO53vS2YT92J2k3Cs9K6-XWiOGN7AzlyOgi6fCfIabxqjU-N7JBuFCA7Zh9Kmz2IfUSZUnp-GEHuWGJBGGOv9uzVzSSskaJGoBJ9zCWLBMI1C&cc=CiAzMTkyYTExMGY2ZTQxOGQyYTZiZjQ2NDM1N2ZmMDhlMRAHgH3m7QY%2C&uniqueId=6305674,Камера
2521,Беспроводная PTZ WiFi камера видеонаблюдения с микрофоном и динамиком,3910,4.3,208,https://market.yandex.ru/product--besprovodnaia-ptz-wifi-kamera-videonabliudeniia-s-mikrofonom-i-dinamikom/1755122070?hid=90401&sku=101764261453&show-uid=17472424519311601999306449&from=search&cpa=1&do-waremd5=-nNm4owUorgBvCBu0frRCg&sponsored=1&cpc=YyeEtMw1wWUi1fQ1KALYPGMzS6yXA2FhVbokwxQZHUnCwXuWi2LHegQBOORGsLWaY-8D80RZB0x7nolyjy2a7-_Qj9QbXfS8hNyoMHX_NQ5_G92Xhl9jW2NM8vjecCuUW4aJ3bFjbCaQEhmoxxPtH3Vpd0D-PozV2oXG4eEbr1Y_EO2U25vlKdZT-A7ZBN3Wwlv-rvmdxHcIOlyS6aAEPt3OIJPh57RfJFDtPkQHFoCDYlAdg2w8zOtVrGOr9GJ5wBrf_8ekL8Jtjdkb8hI1swBYnzf3Xz3GM8cg1HVaqyDX3-TdDc6pTuuTtZM-M4hVdyR522nqu6J828FnrQjQh2AvY7Lxao2IP2a1PdrQRMuBYkqr2S6pIGQbRxRLtEWKylhfgjDLM3VNoTcYou0ob05SVAZs0lFgZwZmd7tVZpKMDCHxqZUBZnOz-eMjVJFJV7lsXArRelVFC2DC3UiRfX29azXfFDPeIxq0sduQOg9VD24Rv4DrOxiGwCjqG0NuR4szcR5tGbs6hom5O40vaKnlGAQXGzcKldH53iZTgaU%2C&cc=CiA2M2JkZTVkM2MyZTU2MmE2MDQ2ZGFlNzJiZjE3M2MwMBDnAYB95u0G&uniqueId=62750572,Камера
