,title,price,rating,reviews,link,req
1294,Телевизор Haier 65 Smart TV S2,45530,4.8,161,https://market.yandex.ru/product--televizor-haier-65-smart-tv-s2/95843083?hid=90401&sku=103644413188&show-uid=17472422975421088740606050&from=search&cpa=1&do-waremd5=15x3fPrHC5TgmhkVUSRAkA&sponsored=1&cpc=8GCVje5Mcmqk46KatqLf6ocrSn96XGurvasy0R29qV4ulQOkJfnjlupgAWFykF0I4QNQaSJn6sb2lQ6p5ff-ZEJj_Yj4szKW6xkFrYK5I3eD8KmuGrBt7T0IaHtQdcVZPYXk_z5RJEti_PHvlbdnfXbopp8XGugprzyrpZ3tCJn_mxmSD6r_hKvMGr47BjboSZ1nVMsCBMKGt8zHH_aRGJsnK3HVo0dObE4Cd2MQgSR2SLPMCj9jk8awMg4Rvcbw4XIJeVQeBUY6m9V7BRXpD8Ru0fAwO65wzP8eOaNHgaIgM1qeipqhsm7VoMD888VUsfguv5WL0GekkrCyrBk0iPQJtZorZMcZsz7zRADxayRFNOt2QVlIW184UEPU-2aOuYM873TGLGsqebYTMlGqx27bJM-4MfJTkOl3ihwmrFXwjtzpVjntWzfduzbFdNwt3ZLLkIIMHHui1lJJ6hLb57Ek1oXJpQmeKrPvIVaLLTI0x8UeVJishY3O7xiUsXfXF1n6uY2ZISFYqha2Ise8MHRuS80eAm9wLBMXWJ3wuEo%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRDnAYB95u0G&uniqueId=78241562,Телевизор
1295,Телевизор Samsung UE55DU7100UXRU (2024),44295,4.6,38,https://market.yandex.ru/product--televizor-samsung-ue55du7100uxru-2024/608255948?hid=90401&sku=102989425080&show-uid=17472422975421088740606051&from=search&cpa=1&do-waremd5=UkrG7Bg-KDLY6aRp6qTrBw&cpc=8GCVje5McmpR9LP-RB7hgMT1G8e3k30tvQoOKP5Be5qY5lpDm62LbhfYGC5V3j2yStcV6RbCWN7Pt9k29cl04o2WmRZCTcPT36RfCXFdoH25mGAV9Zj2Vb2yl8DjlNh2pMjU4HxlGXw6-LU-ZxYXfIYrUkbFRTis9pRMDDo9gpJExyY9y527ma3H-6hNAvMpSskhcl8qeMujvVRs8FMH_0dwEelISCx-hOR1MQLo3FOVs-7Odd9x9Rbtxo4Vys-wZ5-Fhl-qXej6B3MvPmgwAI-WAPOVgUxgxt3H0SVl8s0IYk2nD-whQXjY-h57SZ9PkubKpxu827AuZVVlrXf40eTmJae744nFxTGW7J5RsEgMjTWVhOqBAJ39ovzzCsngfjudvpAtADlOdMjiQ0ocnIBCyMDO3dPuJ7MVN9GeyUoB4gLpvmJkhz6E29Nl3vRecsvn1HQRPP_sUzfkaCN_N-7fMOb51wSqmWyNxKhVVaIGcxgHJoK2h25qhsxfJasp&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRAHgH3m7QY%2C&uniqueId=114427510,Телевизор
1296,Телевизор Toshiba 65C350LE,49999,4.7,49,https://market.yandex.ru/product--televizor-toshiba-75c350le/1816358074?hid=90401&sku=101935488665&show-uid=17472422977033285461806000&from-show-uid=17472422977033285461806000&from=search&cpa=1&do-waremd5=X0h5e_jG7igYVJVPPC2QOw&cpc=8GCVje5McmpMgf0wcQ2Fn3givwsH7BPq5HwMJPDR-M2_O7-7MLD8Wvs9Z33xMdx7KMthApIWtLFl_pWTA707haY4OY5Fz6o-N2seg7zyFkqRqiIkqSjIDn7q2vEzcGqAqbGD1yuaRTGSY9OjFIx3SAGV2puHkGYGl30inAUV4BPuthKU1RyV5JkuG03fBUxGAmwvnyRpoEhHmIrLeez_Kof9Xi8WhgNQyJrzmv7yoiA%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1297,Телевизор Philips 43PUS8057/60,41579,4.8,432,https://market.yandex.ru/product--televizor-philips-43pus8057-60/1807992998?hid=90401&sku=101971330836&show-uid=17472422977043294033606000&from-show-uid=17472422977043294033606000&from=search&cpa=1&do-waremd5=hKPOA3w8TIG5GO2u48D6Iw&cpc=8GCVje5McmrSkclwnpZMMFT3-bCRTu9lBwQmoKh-HfZO3yjhK6v1sm0VOJQ4_IV_k6gDcHSRrdmFUd90uBifcVH30EPgMRoebZVerHv1BleRZ-XId6h-fKxq563zIR9ZpcsOrrMgQwA_64ztXlRXGFOir6fGUbSEDfhLzNETCTrT6lMNA0cvmNyHTRXU-6McojOskgmY0zYWmOnNrjqGd4_OrxUiM_tLcD3VOAn7Sgk%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1298,Телевизор Candy Uno 32,14849,4.7,65,https://market.yandex.ru/product--televizor-candy-uno-32/934013476?hid=90401&sku=102048270063&show-uid=17472422977053308574506000&from-show-uid=17472422977053308574506000&from=search&cpa=1&do-waremd5=h8zVerCK2NRLu_kqeDnlwA&cpc=8GCVje5McmorxmuLZrd4xL5BGIsQWHgNgxUbA6QpGT4RkFau9UzwcFTpcjHXuKKToYzWUMYU8jDU4Hnz-NutLgxzlTNAWYF1hc8JopgjIoGkCkhddFKfPs01IdNGrxjcRgBnULa4T-wmB4dotk3pYdisnueoszLB1xUIgKcnLV_ubuMTfziDZQDGKSfPqCOhKHiQGkzXsM7Ik7pBAy9RO6R6lRxswP4FGMsdF59mT-I%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1299,Телевизор Artel UA43H3401,21779,5.0,7,https://market.yandex.ru/product--televizor-artel-ua43h3401/1735591540?hid=90401&sku=101644384986&show-uid=17472422977063319689606000&from-show-uid=17472422977063319689606000&from=search&cpa=1&do-waremd5=yd6kHTzbZBHl1i0zBl4R0A&cpc=8GCVje5McmoF1WW-Jiu3LQtqbsw5_4xzrX1wvOBzdYEL0m4QsQ080ghM0j0_s8QFXvLIeKEAI8AqxLIUJrY6mRSBPHRSpT3kb9rW02eBcANIEdEyKOt3giWwIMra2QBKqPu5L24aTLjc4Wtkysxn64c2gAfv7yPEo-nNGyXo4khmyPdJCsUG4HQMMeEZnp1Hc5yWF2Tmhy05GM47H1-s2UO-P1C4JUAq6YKkvtA0OuY%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1300,Телевизор Haier 75 Smart TV S3,98999,4.7,229,https://market.yandex.ru/product--televizor-haier-75-smart-tv-s3/1794061168?hid=90401&sku=101884460113&show-uid=17472422977063325078006000&from-show-uid=17472422977063325078006000&from=search&cpa=1&do-waremd5=3sbQaJyww-QDFPtKsp2rtw&cpc=8GCVje5McmrRI4BLL3-rNkWtIDrWJciTKKd25TIelJadiLAjROjbGpLKSPRq4hgWgxxolLtxD5LffeOv6YMzMzM21MPik1ce9a07ilxnqXYNsl4H7kQ0LiH2Gc9xxvePMZypWB1f4loEclqufHWqbcwksOugYcLb77AUVK9IX69ZynOfIDuKiv9do2ZoW13tYrV9VmIICQLOxUvRq9oCdI5R0HeHFaMhs_N8Ju-CqsA%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1301,Телевизор Carrera №500,41579,4.9,120,https://market.yandex.ru/product--televizor-carrera-500/77385325?hid=90401&sku=102836616440&show-uid=17472422977073339060606000&from-show-uid=17472422977073339060606000&from=search&cpa=1&do-waremd5=IMvcmff-xwQE2aYvCuGbQA&cpc=8GCVje5Mcmrvd03yvNpN_OyaRvywXndVzEaEUZbP3BdZxvKq-D0gXSSdObOzAp8za86OqbVmdZQECgKXD2Aq_u9NKD6LOVyMXn89DV7c-stJDDS-_bsQBfFLtEwfX6WoQ_SBHxNTygVBGBXBSO3ptvxnpCZe0UyltshprGvNtH8ddhZfqtFKnoPwvtSGRYapai-uNcsBoBuVN22Hx8ovuF4NvujrnchhamFcTNK2S3U%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1302,Телевизор Samsung UE50DU8000UXRU,45539,4.8,282,https://market.yandex.ru/product--televizor-samsung-ue50du8000uxru/684382047?hid=90401&sku=103089106709&show-uid=17472422977083344762706000&from-show-uid=17472422977083344762706000&from=search&cpa=1&do-waremd5=7Bz4X_5r0TjaPG8J8HOYAg&cpc=8GCVje5McmojsPBCzB1V96OoUbQHxa1O2pczbL7lbMUnP7L4EEMbGkdRbdaz0daVo-Kh44kntP_SabY1JDGCoikhiPvjPSocYttsQNi3CAet9O86pdlXx5VYm1xEH3bndqma4uDu1ksdP5-qvr2yaV4jCjhb6OFhlXWP9mMFM-AD5zYvcdGNMyc9LVhfEsvBS-y0xWEsUPSfg62f5LRo7eHidIOpChKjKdqGPXgocS8%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1303,Телевизор Samsung UE65DU7100UXRU,55439,4.8,1231,https://market.yandex.ru/product--televizor-samsung-ue65du7100uxru/681572638?hid=90401&sku=103714214724&show-uid=17472422977083350083906000&from-show-uid=17472422977083350083906000&from=search&cpa=1&do-waremd5=s6j3zlQ_5A0HW3kvMQvBMg&cpc=8GCVje5McmrtK7yVoR859nPTN4Slk1csVfImpQkiaxZPHmwuWLwN9dy_3B266G-PzVuO68kWVbFvbrD8bgopX8i2ZjQmAFJVoOtFholek6lmhK34cK6OR_PKeXnFTVjfrTfSCWEuLDxEiQ0Chjfw0DqHhFxL7PifzEt-HPZWbalJKRpRP4tV6yNP4Jc3kPSPMvyDCCmfto1dMEq-gmQOBu6w58ayjMrkpHIlKheVUXw%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUINXLlQEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1304,ЖК телевизор Starwind SW-LED32BG200(frameless),11870,5.0,7,https://market.yandex.ru/product--zhk-televizor-starwind-sw-led32bg200-frameless/1772448259?hid=90401&sku=101831891772&show-uid=17472422975421088740606052&from=search&cpa=1&do-waremd5=RTX9QeUq3bQvrimFwdCDoQ&cpc=8GCVje5McmpFKxKf5NyEhhIazyp4lCqqUWxpIOPGn50kCuLqdqLM0IG1dpDQiA_5y6SQ1LEy-iedbNLTaKWfhAfaStC3nJhSIfR9NE7pkzuzIzjoB4U7gqSgI-_nrptrTaYLsprh-W8eFL-MRvPfyVv8YPTFs3yGSwnpI7MmDiCibDpm6UdxkuJ2SjzNMmZkG5-aAHQzVYSjJ3gvBWItihK358mcge2X82lfawoH-uXZBKdZEdM4Ra5rivBg8tWTUQcNEjo6y8J9BYaBvgQi1omzdj3rkfwltYKNUElXbT7blZaf8GbXs2TbW4QPNUbNS8bLaT_yOCvXgA1a672zSrroEIk-0cbeEQkUeo08wn-fiWeEov9ecLIyR6LcrAiAgcj0ZT91HrdS9Lv1eNtZzwRE65kHXXGn5R18fPk6FzCmyRXXxBrbHwA0NXM2qCSIZdi0G1XmO86FsAwKPlVN_ENOp9u4KJvs2B5dWFLUQoNbqagvSzXz8B4onCuDPkgs&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRAHgH3m7QY%2C&uniqueId=1059737,Телевизор
1306,"Телевизор Hi VHIX-43F169MSY, диагональ 43"", разрешение Full HD, Smart TV, YaOS",20374,4.4,40,https://market.yandex.ru/product--televizor-hi-vhix-43f169msy-diagonal-43-razreshenie-full-hd-smart-tv-yaos/1783785537?hid=90401&sku=101868421755&show-uid=17472422975421088740606055&from=search&cpa=1&do-waremd5=qs6WOiO2pwCvOqEcvdVrPA&cpc=8GCVje5Mcmr5ituqIlfS1gMvNp_WC9VIks1USwFDDrPkrtpGY-9MnGvUHJObNio4kGERiWjnsRq7WnGN7wzWZtbvFM5ShkgT6omIazeUEHHvE36kGgxnDTTOjuUyl6VcItzQ-prgafPVlZSg2MyRkHiGKog8bbslT_LR3Y8bIZSvlgvO4UAguunQrVkmHfrPP7UaZ2rNjFvn4gBUng6AvmA-NF5x4sedrNUz-gmJECfRIHZ0oH1uLNdkO0v6CJFagB09YynItXMsirEJMns9Zwk1TWeC4qTFFezr3c9AZyI1BNCPoDvX5pxiu7NrMLef2hSiw1Lyf8ztgt4ZJq_pFJKVkq-GtxrmobmMPIccdGu6I0xbblPq5j7hnhR60HNgBCFYTuoiNNPg3636h2km7Odah2Qywi5Qp8ldp73H3OnLwuqbPMyOSvgxTnrSwC72VBOxBKU4g8B8IbsDSuuuYw5jHPZEuY3bAhz3W3qVIE5F5TmJ3EzV2jDYJrWixXu2&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRAHgH3m7QY%2C&uniqueId=62505658,Телевизор
1308,Телевизор Haier 55 Smart TV S2 Pro,35999,4.7,143,https://market.yandex.ru/product--televizor-haier-65-smart-tv-s2/95843083?hid=90401&sku=103668101431&show-uid=17472422975421088740606057&from=search&cpa=1&do-waremd5=Njs4UVZH56ofjfto6f5zIA&sponsored=1&cpc=8GCVje5Mcmo76xPX9_z4v72_-AT_vH2L1wGjEfrreC0VM17tk-Yy-JQtBfeEmg6roVZwh3qlXEWWOpm_HWUC-wVJ5fU3eJhYuJ53h0A60WCnxno2bRRFavmh_g5WHmQuwXS1Zl6LsGEuZUnuAsHDrreow0VL3LkTEGUml59QhWJsc6lFfA05KvLeb0WiT1t4RH0S-cftZ8Q-UGZaYAc7Aj9b8AHV1Em1aZ3SUxVFQIOZRU26NABakgJdN6sEigw7qNlNPfT5bNqaWVXeoLO1fKm6p38qxIrC6xlb6Ql2i29v249wkWbXZGQ0LPkosFOTYVnPsGfzuUKvbRPrI701pyg9uEBWB-3nTfE3uuZxzKOYHnTZ6okwQPdlDIMuXc9jk82CcrSZvLN4GL7gUzx_XTFRxB2Bfrc3o1mLpsdvtr7_Ag8W_yw-edccgBiD3BFHK01YO18e9xMc9wqDVziA3Bp6_jq4d6BbtE1WxIPc5m8Moe_OEtGU5HCagN1005oeKIB_VR9fUPdH_BhTFtEvPNCJSrZj8VOC&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRCIAoB95u0G&uniqueId=4852853&cpm-adv=1,Телевизор
1309,Телевизор Toshiba 55Z670ME,59999,4.8,92,https://market.yandex.ru/product--televizor-toshiba-55z670me/931523549?hid=90401&sku=102440176750&show-uid=17472422976772242926906000&from-show-uid=17472422976772242926906000&from=search&cpa=1&do-waremd5=_lpE4lAwVCrvKcE9Jbg5bw&cpc=8GCVje5Mcmq15JWf3MUihYPILdg1aeEnRvY6nVsWL9C1VCTBoHEKV6mIKJebc3bU9K9UT9d7gmOJZ-VpDFqKxHD_ta41KlFMeemAPRaFHuozbS8jSspleEkUjtHLpW8IatsEgecSmszarvPfKODw6rGHqrRN0lXtawVmXFON0WKoFmDVp4wuaGEc1jzJzqssfBxBk_Nl4kncNzPYei2nV1B-4K8zBoNz8YrNZam8RCg%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUIJWbxAEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1310,Телевизор Toshiba 75C350LE,69999,4.7,49,https://market.yandex.ru/product--televizor-toshiba-75c350le/1816358074?hid=90401&sku=101936381119&show-uid=17472422976792355325206000&from-show-uid=17472422976792355325206000&from=search&cpa=1&do-waremd5=u5XK7cZ7Hci7xRbNRN8kaQ&cpc=8GCVje5McmqkRS2RFcosnON-TLkWwlzhmDPxVVWxeGa2J816HqoMneHcwJseIcoVRreNvY_aZO9eWtf4FhajpDM06HnQpjD8F_lW7iovGcCT0B9W244OLcjiiywKmsWMc9oD0QtuxZq2u1xUH4j5QXEoISvKq9x98T6_0GS9BIR5x9nP9eGrBiHFppbY-oY3qkJMpTaaZda_oj0Y04gk6fsUyVsjWvgrqts7olM6Dhc%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUIJWbxAEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1311,Телевизор QD-Mini LED TCL 55C765,94049,4.8,791,https://market.yandex.ru/product--televizor-qd-mini-led-tcl-55c765/117967954?hid=90401&sku=103028366790&show-uid=17472422976802469085706000&from-show-uid=17472422976802469085706000&from=search&cpa=1&do-waremd5=EMgKxN8R2ER-V9vt7IlqDA&cpc=8GCVje5McmoOr9STWRKSDn8JIFOXdh6is09a4M3ffoYY7clJRuan1tjRruqZ3SERpWBbeFcwIeughFmX2-mMB1sGJsh60dL8dqdnRc71bSd3rEU_hc6hSnLj3PDNL89H_QRlB8qcpcLP8Uw1TnwgUwl2QoA_n5u2CRx3csneRnJ2Li8SEKKCHUZNNpfbmxxPWPJACb778_aNx8PG1ri6PV1s8pnzLXVKQr7Ptk5jPQY%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUIJWbxAEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1312,Телевизор Samsung UE55DU7100UXRU,41579,4.8,1231,https://market.yandex.ru/product--televizor-samsung-ue55du7100uxru-2024/608255948?hid=90401&sku=102989425080&show-uid=17472422976812533746706000&from-show-uid=17472422976812533746706000&from=search&cpa=1&do-waremd5=rgKtMW0YvjVD7HzXqc1d5w&cpc=8GCVje5Mcmqpo2uxApbNfszYsr0_2ra1hObm86rMwd0Dps-a0pc5xnbCKDwCF4bhFamMz846fmNoMXh1KW_9tf8_gvU4Yy6QH9y_7RTEcOYTjQPQbG66zyTnZ6_awywlhwJowg0HWDnRtZPRAz0VpAJLFbUJJyA1Txa8w_RxluOGKySRtqwUcAV1CdK1_ml_SEXMnoIwbIFp0MAsFmvb7XDm7JResB4wPwMkoKUWaPA%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUIJWbxAEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1313,Телевизор Samsung UE50DU8000UXRU,45539,4.8,282,https://market.yandex.ru/product--televizor-samsung-ue50du8000uxru/684382047?hid=90401&sku=103089106709&show-uid=17472422976822582718006000&from-show-uid=17472422976822582718006000&from=search&cpa=1&do-waremd5=7Bz4X_5r0TjaPG8J8HOYAg&cpc=8GCVje5McmojsPBCzB1V96OoUbQHxa1O2pczbL7lbMUnP7L4EEMbGkdRbdaz0daVo-Kh44kntP_SabY1JDGCoikhiPvjPSocYttsQNi3CAet9O86pdlXx7721qwlR3tY6rXDTHZ_YQfotXAac6khVvijDXjEJdl2NGSnyatAGvgU1oMkMRF318IFyEFaRblCUi8Nu4WbFdbcttYuIl1JfT4rc_W9dCWxxAl0ttWq3ag%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRBUIJWbxAEoi-n8OIB95u0G&uniqueId=119485579,Телевизор
1314,Телевизор Hisense 43E7NQ,29999,4.8,93,https://market.yandex.ru/product--43-109-sm-led-televizor-hisense-43e7nq-direct-led-qled-4k-ultrahd-wi-fi-chernyi/829171037?hid=90401&sku=103603339007&show-uid=17472422975421088740606059&from=search&cpa=1&do-waremd5=mkGCLFf1aYt_rH6FuZp_tQ&sponsored=1&cpc=8GCVje5McmrerPkKyv7QxUSSRuA2X4SuB_wWx3TnyZoqOfJfVhnTti_3BLVauB8RQsHdMKGcrh1Jv4-tahK1A0DJp5SFqSrcLwqtDGgBUmW0nRjDM8KTbGdYmqrQ6gnIwdLQFmV7m_zQ6n0SvcWLkJEkTwEoqs533NGXIArX9ZRp_Xngu3TqDDP__EwJLSAXnoWpam7wFyUFrihSpclbh4rUvYijRYiTfuPg8PHxxuT-ovv5-2ly8_hOOFeW1cDj80oFsdn-GLBAt6xSUQkA9fwohYc4hM_bKwiyVLYi8MFD9Md5xd85XbWRxQXl3i9EN6c_IWtJZ6YHdgeCM1ljrfYazrpAlvADQ63pzQOIsvRsQk7zB8S-lTayqpFo9xXPsgoz5wVLLjVWL2g12TmuqbkHtA0EmUKUK4KcrzmiGDDNfr2Jz--ckZNXYvim1zwsu4hmEaWqwno8OqZxYpWxCcr_gkxLc7PTFYCHJE2s9GNAkknRHY386CmEND5u9MOscy25CyERX4mdZd01hBDxYqBarVxYKNuX&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRCIAoB95u0G&uniqueId=24332139&cpm-adv=1,Телевизор
1315,Телевизор Hisense 43A6N,25999,4.8,46,https://market.yandex.ru/product--televizor-hisense-43a6n/340272604?hid=90401&sku=103286742019&show-uid=17472422975421088740606060&from=search&cpa=1&do-waremd5=0gUlEz_Ft1FhszFifRLmvQ&sponsored=1&cpc=8GCVje5McmotfkE2Ss4u30md8Znk-U6ekb3fXiVYqiYiOfh_av4R1Ge3gO5uQEOXzUHoI7gqLPFUwxCJQ-aQCCRFnBSayx3tlRM8EVT_emWkmmmx2N1XRxEK1NTN5MuV6EEg9e6R9-KclnMxqLlbpqxavGusSvAo7VfOHEaqxjWX91kpkdLOMVeq2oSZka9X6SO8uj6AJIlaMNSY4d_W8Qd-6Imb54NFwVR7NwOaWqYKB9VhlbNL6PNP5pbC5kWehcqtmwFztUR7-SXKYP1yzQgVUKthm5dfGrgrmnLQBaX0wPQnqK409grXIySVYFOUKdWnQi-5HkyaTR8gOgqBe4SvGTixnTlBW_i4y4jpdg-S10IVi-nsdh3arJdozXQcSwFxInwDNCt1oQ3qZe1FwLGzv-O_cUwEAcLoyMKDYot0T_9xh6wx5kqTfGiJjKPW9R1LPtMQlzqFGExqJd7pOclJC6lQ6GlnyJnZvogBQjRgt8ZMkpLLewx42aPBsn5TQMi8oCW6vt970PDVaze0iAHgA_Dg6WSg&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRCIAoB95u0G&uniqueId=4852853&cpm-adv=1,Телевизор
1316,"Яндекс ТВ Станция Бейсик телевизор с Алисой на YandexGPT, 65“ 4K UHD, LED, черный",54440,4.8,6741,https://market.yandex.ru/product--yandex-tv-stantsiia-beisik-65/269424949?hid=90401&sku=103242417235&show-uid=17472422975421088740606061&from=search&cpa=1&do-waremd5=VqIl4lGBP1H9IdeKlsTKMQ&sponsored=1&cpc=8GCVje5McmoOZe2M9FjEIrVxuV--3fPWVV6tAUuUj-jFzgdONTvotNJk9LABOj4rjUyvAcKa6JxJOlZaDfcOww5ydj20JAunL3BNn26onlpxNLeU1k-TeNQPdLlljdGFoCPZm7JWcBqOMh6K1gmFFn-NyFcj9GJ5kVdKOiUPeoIS_IzetRnpOrUrSV64L81_AsqtIGi6Au0BjC9qtZQbK7R6yC5vPPe8qaMJ6hOy4aFhu6X_jYmMvN6r6nN9euFabP_cTpokYfIunFDBAUBafY8Bawn12n0SqwjtiNmgaG-wVJpPU_X5iMtzXlhtKw3OxzY0MBBeYP7HxFaQ2U9HS3n_TCcPjbeqQiOjz5BYS85fUx5lnbTQFPrZscXfDJ6tI1ntPnsmoDj_Q_8mthmgwnekHYHZKgBciWgKQ8y39QLDnRe_qVu-QFPICb_8PtCsLCUjMnfQ1l_0rkWL49iWgUs0Wy0-GKsm2p_ruUKEA_VO0djEiyjUNmI0t4Y_GmvBa7m3aJHheziuuSYlVsegIkkSl_939cTctEMqNARg6S4%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRDnAYB95u0G&uniqueId=924574,Телевизор
1317,Телевизор Hi VHIX-43F169MSY,18799,4.4,335,https://market.yandex.ru/product--televizor-hi-vhix-43f169msy-diagonal-43-razreshenie-full-hd-smart-tv-yaos/1783785537?hid=90401&sku=101868421755&show-uid=17472422975421088740606062&from=search&cpa=1&do-waremd5=jVKlnchzdVWokMR6bDiebQ&sponsored=1&cpc=8GCVje5Mcmrnb6eWpOhedJTiaCDimL0A4UvuMdBc-RJDv85NiZMzR7wX2zwr0MGc6PcH-rCXk_skFujOBP8uLUU9iSWeU4ZEjqj7Ap_oGtwlPmKSsGnlb0i3R8-bnDxrt6OtCpAOmfBjeovA-s6qG2uQEyCbqZUNspPlcdPjH7FsEonIULAO_jTsB4G3OG-zZUJtTWdLyGIDf9E7zvwPw0Fnh-X3spssU0tpg8viqAin_EX8Yz2wK9jEg6ZeKHPXdBr2rxBCmW3WejopThTEoy6Q1uGBXaCbjUanRJob6-2jf3PT4Xd_T7v8-9JVkeGtrpAC4NWDdix4QvvcDFxG-2MigWNwVH5whKX7LFTZ7ofWfOPn6qE6ePJDcDhFA-sDE0WN40p-VRgEQaaHNRIr2Ta9kQa1vJ91O6nupIAiet0fjYCTPtRLdjvQjn9e_KWjkv3SnVIjLw8MfIa24jsYR7eXUTMO0EIDA3X_bbmpYMvL8Q_hgdSroK7PUWEBGIvbHEKyaegvlyYZARrYhyqwarpRKpHwE8Sm&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRCIAoB95u0G&uniqueId=4852853&cpm-adv=1,Телевизор
1318,"Телевизор LED Sber SDX-43U4128(UHD Smart, Салют ТВ, frameless)",23066,4.7,9,https://market.yandex.ru/product--televizor-led-sber-sdx-43u4128-uhd-smart-saliut-tv-frameless/398546224?hid=90401&sku=103317504342&show-uid=17472422975421088740606063&from=search&cpa=1&do-waremd5=Ifo02v0Ai2VSldV5KTdaJQ&cpc=8GCVje5McmqTq_WzoEgWkLFxbUepCMrcm4PBwp3fGbK81bxTYqt131pAAQZtPdv1X6Th-9cYzX4dvoEDIL0qjCKx2a6OXt4LkR2vaLrpByhrBB2Qcvs8cNk7IwrjtnAWlvRDaFLyCsvqtvDW7YuFj78Nd7h7XwrgJdnyUnAXL86o9MiRklSeAG6lt2VpPVuFS2haZZLouxzcg7tx4jo3tXIT_2pjkYLTyuUHWgWNc-qPYAX8Q9a1nys8TutwVVahn98Kw8JLdKlxr9b3nE9d5uamoeMJOfNdLpJ7TTNVWf7G_1FVzpY9gHViyzIvQYzIJYtSXi22KgKqkp0rZyZZxK0JAkiY3j9EnPlA7jSzJEfvT9Dms7Pjui2A6sq2F9cPzF8wzGWlUGVaPI_bhnXC9wllefPc91sdncwHu5-dOG-zDZnw6LvKBA06TQ4NDL6hZHM2baNLI5eRAS_X6MthDXad77qH0LqoT0vwSTiwB4K2urkQoyDZmzuNXnx0rG_jNgZ8cCyFLwI%2C&cc=CiAzMTU3M2E5NzlkMGQxYjNiZWIxZjk4YjlmYzc4ZjM4YRAHgH3m7QY%2C&uniqueId=1059737,Телевизор
